query_id,condition,seed,correct_rank,top5_hit,top10_hit,effective_mse,psnr,max_abs_delta,clipped_fraction,region_mode,caption_source,steps,epsilon
amman_query_-N1g8CEJP4UIaWH8Qqja2g,isotropic,1234,59,0,0,15.679997,36.1773,16.6532,0.004525,fullframe,published,100,8.0
amman_query_-N1g8CEJP4UIaWH8Qqja2g,geoshield_published_fullframe,1234,147,0,0,15.680001,36.1773,10.0493,0.000016,fullframe,published,100,8.0
boston_query_-7KZUz5u8-7ja98pf8etVA,clean,1234,957,0,0,0.000000,138.1308,0.0000,0.008415,fullframe,published,100,8.0
boston_query_-7KZUz5u8-7ja98pf8etVA,isotropic,1234,644,0,0,15.680000,36.1773,16.8217,0.022407,fullframe,published,100,8.0
boston_query_-7KZUz5u8-7ja98pf8etVA,geoshield_published_fullframe,1234,969,0,0,15.680000,36.1773,10.4844,0.003613,fullframe,published,100,8.0
cph_query_-3uNzD-M1uI2jZeGqOkpXg,clean,1234,77,0,0,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
cph_query_-3uNzD-M1uI2jZeGqOkpXg,isotropic,1234,93,0,0,15.679997,36.1773,16.6081,0.000184,fullframe,published,100,8.0
cph_query_-3uNzD-M1uI2jZeGqOkpXg,geoshield_published_fullframe,1234,14,0,0,15.679997,36.1773,10.0051,0.000000,fullframe,published,100,8.0
london_query_-9FGszdwftnBlzMuP0c_NQ,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.000673,fullframe,published,100,8.0
london_query_-9FGszdwftnBlzMuP0c_NQ,isotropic,1234,1,1,1,15.679998,36.1773,16.6617,0.005290,fullframe,published,100,8.0
london_query_-9FGszdwftnBlzMuP0c_NQ,geoshield_published_fullframe,1234,1,1,1,15.680000,36.1773,10.4026,0.000298,fullframe,published,100,8.0
manila_query_-6_XaKv0Rrp2Jl0G9m_8NQ,clean,1234,22,0,0,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
manila_query_-6_XaKv0Rrp2Jl0G9m_8NQ,isotropic,1234,6,0,1,15.680000,36.1773,16.6565,0.004123,fullframe,published,100,8.0
manila_query_-6_XaKv0Rrp2Jl0G9m_8NQ,geoshield_published_fullframe,1234,72,0,0,15.679997,36.1773,10.0780,0.000000,fullframe,published,100,8.0
nairobi_query_01juXwMfxX_a4pfhpqt66g,clean,1234,24,0,0,0.000000,138.1308,0.0000,0.024778,fullframe,published,100,8.0
nairobi_query_01juXwMfxX_a4pfhpqt66g,isotropic,1234,18,0,0,15.679995,36.1773,16.9350,0.034484,fullframe,published,100,8.0
nairobi_query_01juXwMfxX_a4pfhpqt66g,geoshield_published_fullframe,1234,12,0,0,15.679997,36.1773,9.9932,0.011610,fullframe,published,100,8.0
toronto_query_-5z50PgNYnxK8Ns2WmF_TQ,clean,1234,34,0,0,0.000000,138.1308,0.0000,0.000005,fullframe,published,100,8.0
toronto_query_-5z50PgNYnxK8Ns2WmF_TQ,isotropic,1234,85,0,0,15.679998,36.1773,16.6140,0.000781,fullframe,published,100,8.0
toronto_query_-5z50PgNYnxK8Ns2WmF_TQ,geoshield_published_fullframe,1234,27,0,0,15.680000,36.1773,9.9167,0.000000,fullframe,published,100,8.0
zurich_query_-D3dDkhM5rjIJhj1SPdroA,clean,1234,191,0,0,0.000000,138.1308,0.0000,0.052740,fullframe,published,100,8.0
zurich_query_-D3dDkhM5rjIJhj1SPdroA,isotropic,1234,217,0,0,15.680001,36.1773,17.2212,0.067361,fullframe,published,100,8.0
zurich_query_-D3dDkhM5rjIJhj1SPdroA,geoshield_published_fullframe,1234,53,0,0,15.679997,36.1773,9.5883,0.028347,fullframe,published,100,8.0
amman_query_-VdxqGX8d8L_OiSEN5CtDw,clean,1234,537,0,0,0.000000,138.1308,0.0000,0.000098,fullframe,published,100,8.0
amman_query_-VdxqGX8d8L_OiSEN5CtDw,isotropic,1234,741,0,0,15.680001,36.1773,16.6306,0.002289,fullframe,published,100,8.0
amman_query_-VdxqGX8d8L_OiSEN5CtDw,geoshield_published_fullframe,1234,529,0,0,15.680002,36.1773,9.5795,0.000065,fullframe,published,100,8.0
boston_query_-8cIAPzC7_za-xCEWsIoK2,clean,1234,35,0,0,0.000000,138.1308,0.0000,0.019385,fullframe,published,100,8.0
boston_query_-8cIAPzC7_za-xCEWsIoK2,isotropic,1234,29,0,0,15.680002,36.1773,16.8727,0.027572,fullframe,published,100,8.0
boston_query_-8cIAPzC7_za-xCEWsIoK2,geoshield_published_fullframe,1234,9,0,1,15.679997,36.1773,9.8666,0.008377,fullframe,published,100,8.0
cph_query_-4KruxIYZ3a3GYE0tOKn2w,clean,1234,49,0,0,0.000000,138.1308,0.0000,0.024984,fullframe,published,100,8.0
cph_query_-4KruxIYZ3a3GYE0tOKn2w,isotropic,1234,42,0,0,15.679998,36.1773,16.9885,0.039258,fullframe,published,100,8.0
cph_query_-4KruxIYZ3a3GYE0tOKn2w,geoshield_published_fullframe,1234,42,0,0,15.680001,36.1773,9.8891,0.013319,fullframe,published,100,8.0
london_query_-9KgeyegI3TaGMqglsDENg,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.000960,fullframe,published,100,8.0
london_query_-9KgeyegI3TaGMqglsDENg,isotropic,1234,1,1,1,15.680001,36.1773,16.6589,0.005333,fullframe,published,100,8.0
london_query_-9KgeyegI3TaGMqglsDENg,geoshield_published_fullframe,1234,1,1,1,15.680000,36.1773,10.0472,0.000532,fullframe,published,100,8.0
manila_query_-7YHsOWBiYFmYcRzIM0ijg,clean,1234,3,1,1,0.000000,138.1308,0.0000,0.000553,fullframe,published,100,8.0
manila_query_-7YHsOWBiYFmYcRzIM0ijg,isotropic,1234,1,1,1,15.679997,36.1773,16.6552,0.004769,fullframe,published,100,8.0
manila_query_-7YHsOWBiYFmYcRzIM0ijg,geoshield_published_fullframe,1234,3,1,1,15.680001,36.1773,10.3985,0.000309,fullframe,published,100,8.0
nairobi_query_09aysNUjwNAPHsHo-R-IdA,clean,1234,2,1,1,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
nairobi_query_09aysNUjwNAPHsHo-R-IdA,isotropic,1234,3,1,1,15.679998,36.1773,16.6124,0.000570,fullframe,published,100,8.0
nairobi_query_09aysNUjwNAPHsHo-R-IdA,geoshield_published_fullframe,1234,1,1,1,15.680001,36.1773,9.6828,0.000000,fullframe,published,100,8.0
toronto_query_-68JeZKxV2XoP0N_6780Og,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.000081,fullframe,published,100,8.0
toronto_query_-68JeZKxV2XoP0N_6780Og,isotropic,1234,1,1,1,15.680000,36.1773,16.6275,0.001953,fullframe,published,100,8.0
toronto_query_-68JeZKxV2XoP0N_6780Og,geoshield_published_fullframe,1234,2,1,1,15.680000,36.1773,9.8164,0.000027,fullframe,published,100,8.0
zurich_query_-E0qyEWY7jSPMOpGqiEG-A,clean,1234,31,0,0,0.000000,138.1308,0.0000,0.003277,fullframe,published,100,8.0
zurich_query_-E0qyEWY7jSPMOpGqiEG-A,isotropic,1234,33,0,0,15.680001,36.1773,16.7729,0.014757,fullframe,published,100,8.0
zurich_query_-E0qyEWY7jSPMOpGqiEG-A,geoshield_published_fullframe,1234,18,0,0,15.679997,36.1773,9.6691,0.001693,fullframe,published,100,8.0
amman_query_-XWB_1fOm8NW5dQx9p5IKg,clean,1234,945,0,0,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
amman_query_-XWB_1fOm8NW5dQx9p5IKg,isotropic,1234,1138,0,0,15.679998,36.1773,16.6065,0.000130,fullframe,published,100,8.0
amman_query_-XWB_1fOm8NW5dQx9p5IKg,geoshield_published_fullframe,1234,642,0,0,15.680000,36.1773,9.6824,0.000000,fullframe,published,100,8.0
boston_query_-9Lur-PAHqcMspWszAgfqw,clean,1234,9,0,1,0.000000,138.1308,0.0000,0.033111,fullframe,published,100,8.0
boston_query_-9Lur-PAHqcMspWszAgfqw,isotropic,1234,10,0,1,15.679997,36.1773,17.0168,0.045513,fullframe,published,100,8.0
boston_query_-9Lur-PAHqcMspWszAgfqw,geoshield_published_fullframe,1234,2,1,1,15.680000,36.1773,9.6723,0.014545,fullframe,published,100,8.0
cph_query_-4RqBOkDhigU8JsdQZINkQ,clean,1234,6,0,1,0.000000,138.1308,0.0000,0.031136,fullframe,published,100,8.0
cph_query_-4RqBOkDhigU8JsdQZINkQ,isotropic,1234,1,1,1,15.679996,36.1773,16.9059,0.035004,fullframe,published,100,8.0
cph_query_-4RqBOkDhigU8JsdQZINkQ,geoshield_published_fullframe,1234,1,1,1,15.680001,36.1773,10.1393,0.015614,fullframe,published,100,8.0
london_query_-FGaYVNFN5ALUsVDNixL_g,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.002919,fullframe,published,100,8.0
london_query_-FGaYVNFN5ALUsVDNixL_g,isotropic,1234,2,1,1,15.679997,36.1773,16.6806,0.017372,fullframe,published,100,8.0
london_query_-FGaYVNFN5ALUsVDNixL_g,geoshield_published_fullframe,1234,2,1,1,15.680000,36.1773,9.8123,0.001253,fullframe,published,100,8.0
manila_query_-81llwEm_ZxNy7Sa7Xrjlw,clean,1234,9,0,1,0.000000,138.1308,0.0000,0.024338,fullframe,published,100,8.0
manila_query_-81llwEm_ZxNy7Sa7Xrjlw,isotropic,1234,71,0,0,15.679997,36.1773,17.1782,0.057368,fullframe,published,100,8.0
manila_query_-81llwEm_ZxNy7Sa7Xrjlw,geoshield_published_fullframe,1234,3,1,1,15.680000,36.1773,10.2698,0.012473,fullframe,published,100,8.0
nairobi_query_0ByAmUG6wFySvLcHHQ0Sdg,clean,1234,45,0,0,0.000000,138.1308,0.0000,0.024083,fullframe,published,100,8.0
nairobi_query_0ByAmUG6wFySvLcHHQ0Sdg,isotropic,1234,62,0,0,15.680001,36.1773,16.8974,0.030892,fullframe,published,100,8.0
nairobi_query_0ByAmUG6wFySvLcHHQ0Sdg,geoshield_published_fullframe,1234,54,0,0,15.679997,36.1773,10.1638,0.011144,fullframe,published,100,8.0
toronto_query_-6ZIqrL48IaL1dCCO7bDVQ,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
toronto_query_-6ZIqrL48IaL1dCCO7bDVQ,isotropic,1234,1,1,1,15.680000,36.1773,16.6132,0.000591,fullframe,published,100,8.0
toronto_query_-6ZIqrL48IaL1dCCO7bDVQ,geoshield_published_fullframe,1234,1,1,1,15.680000,36.1773,9.8256,0.000000,fullframe,published,100,8.0
zurich_query_-F7hOUVha_xHAoDddsUYdw,clean,1234,1301,0,0,0.000000,138.1308,0.0000,0.002181,fullframe,published,100,8.0
zurich_query_-F7hOUVha_xHAoDddsUYdw,isotropic,1234,1186,0,0,15.679997,36.1773,16.8161,0.020209,fullframe,published,100,8.0
zurich_query_-F7hOUVha_xHAoDddsUYdw,geoshield_published_fullframe,1234,1230,0,0,15.679997,36.1773,9.9531,0.000635,fullframe,published,100,8.0
amman_query_-iXxlTRmA5JphamcIjxBbA,clean,1234,13,0,0,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
amman_query_-iXxlTRmA5JphamcIjxBbA,isotropic,1234,16,0,0,15.679998,36.1773,16.6050,0.000011,fullframe,published,100,8.0
amman_query_-iXxlTRmA5JphamcIjxBbA,geoshield_published_fullframe,1234,24,0,0,15.680000,36.1773,10.0327,0.000000,fullframe,published,100,8.0
boston_query_-9gbUk-DmX9AOqntuN1nEm,clean,1234,61,0,0,0.000000,138.1308,0.0000,0.006131,fullframe,published,100,8.0
boston_query_-9gbUk-DmX9AOqntuN1nEm,isotropic,1234,50,0,0,15.680002,36.1773,16.9166,0.031776,fullframe,published,100,8.0
boston_query_-9gbUk-DmX9AOqntuN1nEm,geoshield_published_fullframe,1234,91,0,0,15.679998,36.1773,9.5022,0.002756,fullframe,published,100,8.0
cph_query_-4XnD9qE623teR-nRYxB5A,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.172070,fullframe,published,100,8.0
cph_query_-4XnD9qE623teR-nRYxB5A,isotropic,1234,1,1,1,15.680000,36.1773,18.5728,0.195285,fullframe,published,100,8.0
cph_query_-4XnD9qE623teR-nRYxB5A,geoshield_published_fullframe,1234,1,1,1,15.679998,36.1773,10.4382,0.089594,fullframe,published,100,8.0
london_query_-Flts9XBA2wVlru8_LHbkg,clean,1234,591,0,0,0.000000,138.1308,0.0000,0.005702,fullframe,published,100,8.0
london_query_-Flts9XBA2wVlru8_LHbkg,isotropic,1234,761,0,0,15.680000,36.1773,16.7331,0.020920,fullframe,published,100,8.0
london_query_-Flts9XBA2wVlru8_LHbkg,geoshield_published_fullframe,1234,640,0,0,15.679997,36.1773,9.5238,0.002984,fullframe,published,100,8.0
manila_query_-85J_HceaTP2S0IavwkQ-A,clean,1234,819,0,0,0.000000,138.1308,0.0000,0.000781,fullframe,published,100,8.0
manila_query_-85J_HceaTP2S0IavwkQ-A,isotropic,1234,866,0,0,15.680000,36.1773,16.7559,0.014312,fullframe,published,100,8.0
manila_query_-85J_HceaTP2S0IavwkQ-A,geoshield_published_fullframe,1234,1258,0,0,15.679997,36.1773,9.9549,0.000277,fullframe,published,100,8.0
nairobi_query_0LJUobuUEqOqrZc4s2fVgg,clean,1234,196,0,0,0.000000,138.1308,0.0000,0.017757,fullframe,published,100,8.0
nairobi_query_0LJUobuUEqOqrZc4s2fVgg,isotropic,1234,167,0,0,15.679997,36.1773,16.7678,0.018099,fullframe,published,100,8.0
nairobi_query_0LJUobuUEqOqrZc4s2fVgg,geoshield_published_fullframe,1234,151,0,0,15.679997,36.1773,10.2585,0.007775,fullframe,published,100,8.0
toronto_query_-7C0G-8afrBbN3hImbBHsA,clean,1234,216,0,0,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
toronto_query_-7C0G-8afrBbN3hImbBHsA,isotropic,1234,153,0,0,15.680000,36.1773,16.6183,0.001210,fullframe,published,100,8.0
toronto_query_-7C0G-8afrBbN3hImbBHsA,geoshield_published_fullframe,1234,10,0,1,15.680000,36.1773,9.9064,0.000000,fullframe,published,100,8.0
zurich_query_-Kb55YIF941j2DBFO5gVjA,clean,1234,2,1,1,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
zurich_query_-Kb55YIF941j2DBFO5gVjA,isotropic,1234,2,1,1,15.680000,36.1773,16.6092,0.000277,fullframe,published,100,8.0
zurich_query_-Kb55YIF941j2DBFO5gVjA,geoshield_published_fullframe,1234,16,0,0,15.679997,36.1773,9.9613,0.000000,fullframe,published,100,8.0
amman_query_-qij8CFaEYNp4JW3rF9oqQ,clean,1234,2,1,1,0.000000,138.1308,0.0000,0.003570,fullframe,published,100,8.0
amman_query_-qij8CFaEYNp4JW3rF9oqQ,isotropic,1234,10,0,1,15.679998,36.1773,16.7118,0.010943,fullframe,published,100,8.0
amman_query_-qij8CFaEYNp4JW3rF9oqQ,geoshield_published_fullframe,1234,6,0,1,15.680000,36.1773,10.0796,0.001671,fullframe,published,100,8.0
boston_query_-AJWNV55EAzvKArt5mMYqg,clean,1234,26,0,0,0.000000,138.1308,0.0000,0.006868,fullframe,published,100,8.0
boston_query_-AJWNV55EAzvKArt5mMYqg,isotropic,1234,4,1,1,15.679997,36.1773,16.7133,0.011914,fullframe,published,100,8.0
boston_query_-AJWNV55EAzvKArt5mMYqg,geoshield_published_fullframe,1234,91,0,0,15.679998,36.1773,9.9084,0.002734,fullframe,published,100,8.0
cph_query_-5qSxgAnKk-6Bf5AVVoPjA,clean,1234,8,0,1,0.000000,138.1308,0.0000,0.000217,fullframe,published,100,8.0
cph_query_-5qSxgAnKk-6Bf5AVVoPjA,isotropic,1234,7,0,1,15.679998,36.1773,16.6300,0.002507,fullframe,published,100,8.0
cph_query_-5qSxgAnKk-6Bf5AVVoPjA,geoshield_published_fullframe,1234,28,0,0,15.680001,36.1773,10.1170,0.000087,fullframe,published,100,8.0
london_query_-HfvOD1d7XUGJoEMybpyqQ,clean,1234,689,0,0,0.000000,138.1308,0.0000,0.004405,fullframe,published,100,8.0
london_query_-HfvOD1d7XUGJoEMybpyqQ,isotropic,1234,592,0,0,15.679997,36.1773,16.7620,0.016281,fullframe,published,100,8.0
london_query_-HfvOD1d7XUGJoEMybpyqQ,geoshield_published_fullframe,1234,653,0,0,15.679997,36.1773,9.8873,0.001969,fullframe,published,100,8.0
manila_query_-9tG6ERjH4jVcWo9jkVvBg,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.001714,fullframe,published,100,8.0
manila_query_-9tG6ERjH4jVcWo9jkVvBg,isotropic,1234,2,1,1,15.680000,36.1773,16.6791,0.007048,fullframe,published,100,8.0
manila_query_-9tG6ERjH4jVcWo9jkVvBg,geoshield_published_fullframe,1234,16,0,0,15.679998,36.1773,9.6812,0.000765,fullframe,published,100,8.0
nairobi_query_0M1Vl3tUlt_2MiFp6vxhrg,clean,1234,23,0,0,0.000000,138.1308,0.0000,0.000586,fullframe,published,100,8.0
nairobi_query_0M1Vl3tUlt_2MiFp6vxhrg,isotropic,1234,10,0,1,15.679997,36.1773,16.6313,0.002582,fullframe,published,100,8.0
nairobi_query_0M1Vl3tUlt_2MiFp6vxhrg,geoshield_published_fullframe,1234,20,0,0,15.679998,36.1773,10.0875,0.000212,fullframe,published,100,8.0
toronto_query_-7bDZLvVOVk7ethfd1yomg,clean,1234,20,0,0,0.000000,138.1308,0.0000,0.000727,fullframe,published,100,8.0
toronto_query_-7bDZLvVOVk7ethfd1yomg,isotropic,1234,22,0,0,15.679997,36.1773,16.7384,0.013401,fullframe,published,100,8.0
toronto_query_-7bDZLvVOVk7ethfd1yomg,geoshield_published_fullframe,1234,23,0,0,15.679998,36.1773,9.5622,0.000407,fullframe,published,100,8.0
zurich_query_-Km53YFc8zewa3vS2OeGsQ,clean,1234,5,1,1,0.000000,138.1308,0.0000,0.000184,fullframe,published,100,8.0
zurich_query_-Km53YFc8zewa3vS2OeGsQ,isotropic,1234,4,1,1,15.679997,36.1773,16.6769,0.006033,fullframe,published,100,8.0
zurich_query_-Km53YFc8zewa3vS2OeGsQ,geoshield_published_fullframe,1234,7,0,1,15.679997,36.1773,10.7383,0.000043,fullframe,published,100,8.0
amman_query_-t_-moqpBTWSiKU7mS-lgQ,clean,1234,8,0,1,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
amman_query_-t_-moqpBTWSiKU7mS-lgQ,isotropic,1234,22,0,0,15.680000,36.1773,16.6054,0.000022,fullframe,published,100,8.0
amman_query_-t_-moqpBTWSiKU7mS-lgQ,geoshield_published_fullframe,1234,14,0,0,15.679998,36.1773,9.9103,0.000000,fullframe,published,100,8.0
boston_query_-Ae9_7GnntvqV8myNb9fhv,clean,1234,4,1,1,0.000000,138.1308,0.0000,0.011816,fullframe,published,100,8.0
boston_query_-Ae9_7GnntvqV8myNb9fhv,isotropic,1234,10,0,1,15.680000,36.1773,16.9395,0.033219,fullframe,published,100,8.0
boston_query_-Ae9_7GnntvqV8myNb9fhv,geoshield_published_fullframe,1234,8,0,1,15.680000,36.1773,10.2181,0.005425,fullframe,published,100,8.0
cph_query_-8E-udXiyMJCRp_UkM4Kgw,clean,1234,5,1,1,0.000000,138.1308,0.0000,0.012945,fullframe,published,100,8.0
cph_query_-8E-udXiyMJCRp_UkM4Kgw,isotropic,1234,1,1,1,15.679997,36.1773,16.8075,0.022163,fullframe,published,100,8.0
cph_query_-8E-udXiyMJCRp_UkM4Kgw,geoshield_published_fullframe,1234,1,1,1,15.680001,36.1773,10.1311,0.006934,fullframe,published,100,8.0
london_query_-Id3DdRqVbjIA39wjxbTgw,clean,1234,2,1,1,0.000000,138.1308,0.0000,0.006592,fullframe,published,100,8.0
london_query_-Id3DdRqVbjIA39wjxbTgw,isotropic,1234,2,1,1,15.680000,36.1773,16.7504,0.014811,fullframe,published,100,8.0
london_query_-Id3DdRqVbjIA39wjxbTgw,geoshield_published_fullframe,1234,2,1,1,15.680000,36.1773,9.7299,0.003033,fullframe,published,100,8.0
manila_query_-AXkFLZ0HchDGYvJ_KZ3dQ,clean,1234,23,0,0,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
manila_query_-AXkFLZ0HchDGYvJ_KZ3dQ,isotropic,1234,10,0,1,15.679997,36.1773,16.6117,0.000591,fullframe,published,100,8.0
manila_query_-AXkFLZ0HchDGYvJ_KZ3dQ,geoshield_published_fullframe,1234,11,0,0,15.680000,36.1773,9.6269,0.000000,fullframe,published,100,8.0
nairobi_query_0Oa1jUYlj8LE47HApYWufA,clean,1234,103,0,0,0.000000,138.1308,0.0000,0.000060,fullframe,published,100,8.0
nairobi_query_0Oa1jUYlj8LE47HApYWufA,isotropic,1234,136,0,0,15.679998,36.1773,16.6166,0.001128,fullframe,published,100,8.0
nairobi_query_0Oa1jUYlj8LE47HApYWufA,geoshield_published_fullframe,1234,60,0,0,15.679997,36.1773,10.1121,0.000043,fullframe,published,100,8.0
toronto_query_-85n6JJLXmi04edt5JxhzQ,clean,1234,1631,0,0,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
toronto_query_-85n6JJLXmi04edt5JxhzQ,isotropic,1234,1375,0,0,15.680000,36.1773,16.6740,0.005805,fullframe,published,100,8.0
toronto_query_-85n6JJLXmi04edt5JxhzQ,geoshield_published_fullframe,1234,698,0,0,15.679997,36.1773,9.7565,0.000000,fullframe,published,100,8.0
zurich_query_-M0Q1_7lg_TKGT2-mllw4w,clean,1234,124,0,0,0.000000,138.1308,0.0000,0.002658,fullframe,published,100,8.0
zurich_query_-M0Q1_7lg_TKGT2-mllw4w,isotropic,1234,103,0,0,15.679998,36.1773,16.6560,0.005100,fullframe,published,100,8.0
zurich_query_-M0Q1_7lg_TKGT2-mllw4w,geoshield_published_fullframe,1234,51,0,0,15.680000,36.1773,10.3006,0.001383,fullframe,published,100,8.0
amman_query_0-2jyV8XAzdAOYMkdyQVLw,clean,1234,24,0,0,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
amman_query_0-2jyV8XAzdAOYMkdyQVLw,isotropic,1234,52,0,0,15.679998,36.1773,16.6166,0.000966,fullframe,published,100,8.0
amman_query_0-2jyV8XAzdAOYMkdyQVLw,geoshield_published_fullframe,1234,29,0,0,15.680000,36.1773,10.0057,0.000000,fullframe,published,100,8.0
boston_query_-BE36-GG_yM6YS57M_uMTQ,clean,1234,485,0,0,0.000000,138.1308,0.0000,0.000152,fullframe,published,100,8.0
boston_query_-BE36-GG_yM6YS57M_uMTQ,isotropic,1234,488,0,0,15.679997,36.1773,16.6194,0.001253,fullframe,published,100,8.0
boston_query_-BE36-GG_yM6YS57M_uMTQ,geoshield_published_fullframe,1234,856,0,0,15.680000,36.1773,9.9195,0.000071,fullframe,published,100,8.0
cph_query_-9WYlFp61M1J1zV1mJD4uA,clean,1234,49,0,0,0.000000,138.1308,0.0000,0.000076,fullframe,published,100,8.0
cph_query_-9WYlFp61M1J1zV1mJD4uA,isotropic,1234,80,0,0,15.680000,36.1773,16.8788,0.023741,fullframe,published,100,8.0
cph_query_-9WYlFp61M1J1zV1mJD4uA,geoshield_published_fullframe,1234,194,0,0,15.679997,36.1773,10.9757,0.000011,fullframe,published,100,8.0
london_query_-OOGG8lTvgHHqp3iuULlyQ,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.002593,fullframe,published,100,8.0
london_query_-OOGG8lTvgHHqp3iuULlyQ,isotropic,1234,1,1,1,15.679998,36.1773,16.6415,0.004042,fullframe,published,100,8.0
london_query_-OOGG8lTvgHHqp3iuULlyQ,geoshield_published_fullframe,1234,1,1,1,15.680001,36.1773,9.2260,0.001128,fullframe,published,100,8.0
manila_query_-ColYSDtqqoE3TZ4eZHu8g,clean,1234,399,0,0,0.000000,138.1308,0.0000,0.000011,fullframe,published,100,8.0
manila_query_-ColYSDtqqoE3TZ4eZHu8g,isotropic,1234,213,0,0,15.679998,36.1773,16.6230,0.001411,fullframe,published,100,8.0
manila_query_-ColYSDtqqoE3TZ4eZHu8g,geoshield_published_fullframe,1234,8,0,1,15.679998,36.1773,9.6808,0.000005,fullframe,published,100,8.0
nairobi_query_0R73ChZbcyJ8Z4vBaef_Jw,clean,1234,26,0,0,0.000000,138.1308,0.0000,0.005941,fullframe,published,100,8.0
nairobi_query_0R73ChZbcyJ8Z4vBaef_Jw,isotropic,1234,8,0,1,15.680000,36.1773,16.7295,0.012999,fullframe,published,100,8.0
nairobi_query_0R73ChZbcyJ8Z4vBaef_Jw,geoshield_published_fullframe,1234,8,0,1,15.679997,36.1773,10.0765,0.002610,fullframe,published,100,8.0
toronto_query_-8BknWmZh2lEnEeect73Ww,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.002371,fullframe,published,100,8.0
toronto_query_-8BknWmZh2lEnEeect73Ww,isotropic,1234,1,1,1,15.679997,36.1773,16.6855,0.008328,fullframe,published,100,8.0
toronto_query_-8BknWmZh2lEnEeect73Ww,geoshield_published_fullframe,1234,2,1,1,15.679998,36.1773,9.7919,0.001096,fullframe,published,100,8.0
zurich_query_-TxHEY5xnZFgfnHO3ygjzw,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.001899,fullframe,published,100,8.0
zurich_query_-TxHEY5xnZFgfnHO3ygjzw,isotropic,1234,1,1,1,15.680000,36.1773,16.6934,0.008502,fullframe,published,100,8.0
zurich_query_-TxHEY5xnZFgfnHO3ygjzw,geoshield_published_fullframe,1234,1,1,1,15.680000,36.1773,9.6782,0.001042,fullframe,published,100,8.0
amman_query_051WRvR5gI1vde606oseFw,clean,1234,12,0,0,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
amman_query_051WRvR5gI1vde606oseFw,isotropic,1234,43,0,0,15.680000,36.1773,16.6055,0.000027,fullframe,published,100,8.0
amman_query_051WRvR5gI1vde606oseFw,geoshield_published_fullframe,1234,103,0,0,15.680001,36.1773,10.0808,0.000000,fullframe,published,100,8.0
boston_query_-CNeDzWqfei0F-1CmA8N9A,clean,1234,17,0,0,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
boston_query_-CNeDzWqfei0F-1CmA8N9A,isotropic,1234,17,0,0,15.680000,36.1773,16.6063,0.000130,fullframe,published,100,8.0
boston_query_-CNeDzWqfei0F-1CmA8N9A,geoshield_published_fullframe,1234,37,0,0,15.679997,36.1773,10.0221,0.000000,fullframe,published,100,8.0
cph_query_-9ZOGirqZl2EVYWN1WLERg,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
cph_query_-9ZOGirqZl2EVYWN1WLERg,isotropic,1234,1,1,1,15.680000,36.1773,16.6055,0.000060,fullframe,published,100,8.0
cph_query_-9ZOGirqZl2EVYWN1WLERg,geoshield_published_fullframe,1234,1,1,1,15.679997,36.1773,10.0941,0.000000,fullframe,published,100,8.0
london_query_-TmVvxY52h9CjrIUzBbCgw,clean,1234,92,0,0,0.000000,138.1308,0.0000,0.000114,fullframe,published,100,8.0
london_query_-TmVvxY52h9CjrIUzBbCgw,isotropic,1234,38,0,0,15.679997,36.1773,16.9045,0.026671,fullframe,published,100,8.0
london_query_-TmVvxY52h9CjrIUzBbCgw,geoshield_published_fullframe,1234,154,0,0,15.680000,36.1773,9.8652,0.000054,fullframe,published,100,8.0
manila_query_-ELxcda6ePiuO6nR3VP3-A,clean,1234,2,1,1,0.000000,138.1308,0.0000,0.020774,fullframe,published,100,8.0
manila_query_-ELxcda6ePiuO6nR3VP3-A,isotropic,1234,2,1,1,15.680001,36.1773,17.2056,0.060254,fullframe,published,100,8.0
manila_query_-ELxcda6ePiuO6nR3VP3-A,geoshield_published_fullframe,1234,2,1,1,15.680000,36.1773,9.5612,0.010368,fullframe,published,100,8.0
