query_id,condition,seed,clip_len,pooling,correct_rank,correct_place,mean_mse
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,1234,1,mean,38,amman:29,15.679997
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,1234,1,max,38,amman:29,15.679997
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,1234,1,best_frame,38,amman:29,15.679997
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,1234,2,first,38,amman:29,15.679997
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,1234,2,mean,27,amman:29,15.679997
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,1234,2,max,29,amman:29,15.679997
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,1234,2,best_frame,40,amman:29,15.679997
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,1234,4,first,38,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,1234,4,mean,20,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,1234,4,max,14,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,1234,4,best_frame,20,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,1234,7,first,38,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,1234,7,mean,17,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,1234,7,max,24,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,1234,7,best_frame,21,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,1234,1,first,32,amman:29,15.680001
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,1234,1,mean,32,amman:29,15.680001
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,1234,1,max,32,amman:29,15.680001
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,1234,1,best_frame,32,amman:29,15.680001
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,1234,2,first,32,amman:29,15.680002
