query_id,condition,serialisation,seed,eval_backbone,linf_projection,release_gain,max_abs_delta_prescale,mse_prescale,max_abs_delta_float,mse_float,clipped_frac_float,max_abs_delta_decoded,mse_decoded,bytes,top1,top5,top10,rank_of_positive
amman_query_-39Q9edqZUArYHa41OPDoQ,direction,float,1234,resnet18,16.0,0.33357938118964137,16.00000762939453,44.933650970458984,5.337272644042969,5.0,0.0,5.337272644042969,5.0,0,1.0,1.0,1.0,1
amman_query_-39Q9edqZUArYHa41OPDoQ,direction,png,1234,resnet18,16.0,0.33357938118964137,16.00000762939453,44.933650970458984,5.337272644042969,5.0,0.0,5.835231781005859,5.0793137550354,98367,1.0,1.0,1.0,1
amman_query_-39Q9edqZUArYHa41OPDoQ,direction,jpeg95,1234,resnet18,16.0,0.33357938118964137,16.00000762939453,44.933650970458984,5.337272644042969,5.0,0.0,12.489990234375,5.150618553161621,26802,1.0,1.0,1.0,1
amman_query_-39Q9edqZUArYHa41OPDoQ,direction,jpeg75,1234,resnet18,16.0,0.33357938118964137,16.00000762939453,44.933650970458984,5.337272644042969,5.0,0.0,29.48499298095703,9.686117172241211,9756,0.0,1.0,1.0,2
amman_query_-39Q9edqZUArYHa41OPDoQ,direction_eot,float,1234,resnet18,16.0,0.28380809602351376,16.00000762939453,62.07570266723633,4.540931701660156,5.0,0.0,4.540931701660156,5.0,0,0.0,1.0,1.0,2
amman_query_-39Q9edqZUArYHa41OPDoQ,direction_eot,png,1234,resnet18,16.0,0.28380809602351376,16.00000762939453,62.07570266723633,4.540931701660156,5.0,0.0,5.040008544921875,5.087595462799072,96530,0.0,1.0,1.0,2
amman_query_-39Q9edqZUArYHa41OPDoQ,direction_eot,jpeg95,1234,resnet18,16.0,0.28380809602351376,16.00000762939453,62.07570266723633,4.540931701660156,5.0,0.0,12.814994812011719,5.560784339904785,26689,1.0,1.0,1.0,1
amman_query_-39Q9edqZUArYHa41OPDoQ,direction_eot,jpeg75,1234,resnet18,16.0,0.28380809602351376,16.00000762939453,62.07570266723633,4.540931701660156,5.0,0.0,28.665000915527344,10.358245849609375,9914,0.0,1.0,1.0,2
amman_query_-39Q9edqZUArYHa41OPDoQ,isotropic,float,1234,resnet18,,2.238788913859939,4.549844741821289,0.9980413317680359,10.186141967773438,5.0,0.00032552084303461015,10.186141967773438,5.0,0,1.0,1.0,1.0,1
amman_query_-39Q9edqZUArYHa41OPDoQ,isotropic,png,1234,resnet18,,2.238788913859939,4.549844741821289,0.9980413317680359,10.186141967773438,5.0,0.00032552084303461015,10.425003051757812,5.080707550048828,101196,1.0,1.0,1.0,1
