query_id,backbone,map,n_probes,spearman_vs_jacobian,topdecile_jaccard_vs_jacobian,topdecile_concentration,gini,pred_margin_sd,obs_margin_sd,pred_over_obs,rank_flip_rate,clean_margin,energy_preclamp,energy_postclamp,clamp_loss_frac,jacobian_split_half_spearman
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,resnet18,uniform,128,nan,0.007874015748031496,0.1,0.0,0.010812430512195178,0.006199567325936627,1.7440621165545036,0.0,-0.06396102905273438,2945493.828125,2879329.796875,0.022462797449525722,0.9822284518676255
toronto_query_-4mlNvZUZnbmRaGbiIndoA,resnet18,jacobian_colnorm,128,1.0,1.0,0.4402271125991703,0.3102516957817285,0.005937141564296247,0.0037769622357389948,1.571935643972515,0.0,0.012968063354492188,2943280.7578125,2860849.9609375,0.028006433520213706,0.9818832705771259
toronto_query_-4mlNvZUZnbmRaGbiIndoA,resnet18,score_gradient,128,0.664248371185771,0.31380305784240353,0.6415709075722048,0.4510339828869725,0.007519452931411166,0.003346950450584543,2.246657977890858,0.0,0.012968063354492188,2948729.4375,2777096.8203125,0.05820561730920082,0.9818832705771259
toronto_query_-4mlNvZUZnbmRaGbiIndoA,resnet18,margin_gradient,128,0.629182661145356,0.3008680923142071,0.6077936114635869,0.4312145664428719,0.009404970359850287,0.003797626662881408,2.476538953071908,0.0,0.012968063354492188,2940411.859375,2774126.859375,0.05655160159616032,0.9818832705771259
toronto_query_-4mlNvZUZnbmRaGbiIndoA,resnet18,uniform,128,nan,0.020852371853451856,0.1,0.0,0.0030747640198993064,0.0027970334353188842,1.099294695970897,0.0,0.012968063354492188,2948765.265625,2861767.3828125,0.029503156397923905,0.9818832705771259
zurich_query_-71-BK_yAOJ1soK0OQWIcg,resnet18,jacobian_colnorm,128,1.0000000000000002,1.0,0.5429290557386127,0.4186969509092502,0.0070989058860465755,0.003768745916658243,1.8836254932094745,0.0,-0.04715430736541748,2951771.2890625,2872400.234375,0.02688929693896058,0.9933150214999068
zurich_query_-71-BK_yAOJ1soK0OQWIcg,resnet18,score_gradient,128,0.8102885989809624,0.3887884267631103,0.6969027110769305,0.510415335350688,0.007659221994232596,0.004038770497140984,1.8964241715775885,0.0,-0.04715430736541748,2962521.2109375,2845872.3125,0.03937487367409803,0.9933150214999068
zurich_query_-71-BK_yAOJ1soK0OQWIcg,resnet18,margin_gradient,128,0.7629804644447502,0.3388537807801264,0.6619266436489332,0.4786445907290082,0.010449881176138954,0.004206944856308165,2.4839596270128728,0.0,-0.04715430736541748,2954762.5390625,2872776.6484375,0.02774703196657314,0.9933150214999068
zurich_query_-71-BK_yAOJ1soK0OQWIcg,resnet18,uniform,128,nan,0.12208930691261072,0.1,0.0,0.0032662224576336086,0.0026211138657980535,1.2461200180020178,0.0,-0.04715430736541748,2947482.1328125,2918117.5078125,0.009962613402504377,0.9933150214999068
amman_query_-EAmCN9i5BGEadZIccXEyA,resnet18,jacobian_colnorm,128,1.0,1.0,0.42556397579043453,0.2916443021396302,0.01486520518534492,0.008010097103249791,1.8558083620876369,0.28125,-0.031063854694366455,2950113.0703125,2903032.78125,0.0159588083373065,0.9801861770751201
amman_query_-EAmCN9i5BGEadZIccXEyA,resnet18,score_gradient,128,0.5468556393985847,0.26562982799464413,0.5897975386372877,0.4192439625552751,0.019184122789114334,0.007370683642798465,2.6027603026834836,0.15625,-0.031063854694366455,2948066.6875,2890781.609375,0.019431405119800228,0.9801861770751201
amman_query_-EAmCN9i5BGEadZIccXEyA,resnet18,margin_gradient,128,0.5614808644159758,0.2877803395514567,0.6323531014023724,0.4323515981806014,0.02717322261896269,0.006808690529149606,3.9909616250918925,0.15625,-0.031063854694366455,2941111.4453125,2819714.34375,0.041275927083953556,0.9801861770751201
amman_query_-EAmCN9i5BGEadZIccXEyA,resnet18,uniform,128,nan,0.08111912722153793,0.1,0.0,0.007699975407528789,0.004970712098290309,1.5490688769074392,0.0,-0.031063854694366455,2949931.859375,2933324.65625,0.005629690418855491,0.9801861770751201
boston_query_-4vuSn0vvcBVOccgQqFlow,resnet18,jacobian_colnorm,128,0.9999999999999998,1.0,0.5665197838606766,0.36018115173793874,0.009783071713617858,0.004090037644436514,2.391927058892798,0.0,-0.04041677713394165,2943290.125,2787193.328125,0.053034797877766125,0.9863749345325495
boston_query_-4vuSn0vvcBVOccgQqFlow,resnet18,score_gradient,128,0.6671971935985507,0.3865944482058226,0.7389780180257033,0.4812744275592502,0.009866528091720256,0.003465466153444281,2.8470998286663525,0.0,-0.04041677713394165,2951782.765625,2672394.1796875,0.09465079517067485,0.9863749345325495
boston_query_-4vuSn0vvcBVOccgQqFlow,resnet18,margin_gradient,128,0.6707993225454447,0.3239952591315591,0.641553569178102,0.43785556185690044,0.01400090351991664,0.004043555474837399,3.4625229224732346,0.0,-0.04041677713394165,2948359.1015625,2819360.640625,0.0437526286635629,0.9863749345325495
boston_query_-4vuSn0vvcBVOccgQqFlow,resnet18,uniform,128,nan,0.15924528301886792,0.1,0.0,0.0038887589025629397,0.0025398749073184427,1.531082846386567,0.0,-0.04041677713394165,2949112.3671875,2938556.640625,0.0035792893753203276,0.9863749345325495
cph_query_-07-gME-zaQLhCsFrSInSg,resnet18,jacobian_colnorm,128,1.0000000000000002,1.0,0.45542970725837656,0.3570607275989941,0.0168759301145069,0.006691865342242117,2.5218573972160354,0.0625,-0.0030457377433776855,2950839.3984375,2743579.203125,0.07023770775944174,0.9872804131894729
cph_query_-07-gME-zaQLhCsFrSInSg,resnet18,score_gradient,128,0.698848204386864,0.29853112120891895,0.6777597525555767,0.4879567302000094,0.025389247178327422,0.0061151429261866955,4.151864884400951,0.65625,-0.0030457377433776855,2949149.53125,2478483.890625,0.15959368476833655,0.9872804131894729
