query_id,condition,purifier,draw,correct_rank,correct_place,psnr_to_clean
amman_query_-MUBUlzvFxQS_zFg6xNhVg,isotropic,none,1,114,amman:6,36.1773
amman_query_-MUBUlzvFxQS_zFg6xNhVg,isotropic,isotropic,1,114,amman:6,36.1654
amman_query_-MUBUlzvFxQS_zFg6xNhVg,isotropic,none,2,74,amman:6,36.1773
amman_query_-MUBUlzvFxQS_zFg6xNhVg,isotropic,isotropic,2,75,amman:6,36.1650
amman_query_-MUBUlzvFxQS_zFg6xNhVg,direction,none,0,62,amman:6,36.1773
amman_query_-MUBUlzvFxQS_zFg6xNhVg,direction,direction,0,44,amman:6,35.0996
amman_query_-MUBUlzvFxQS_zFg6xNhVg,direction,none,1,20,amman:6,36.1773
amman_query_-MUBUlzvFxQS_zFg6xNhVg,direction,direction,1,22,amman:6,35.1233
amman_query_-MUBUlzvFxQS_zFg6xNhVg,direction,none,2,27,amman:6,36.1773
amman_query_-MUBUlzvFxQS_zFg6xNhVg,direction,direction,2,26,amman:6,35.1234
amman_query_-MUBUlzvFxQS_zFg6xNhVg,hardened,none,0,17,amman:6,36.1773
amman_query_-MUBUlzvFxQS_zFg6xNhVg,hardened,hardened,0,16,amman:6,36.1529
amman_query_-MUBUlzvFxQS_zFg6xNhVg,hardened,direction,0,16,amman:6,35.0880
amman_query_-MUBUlzvFxQS_zFg6xNhVg,hardened,none,1,3,amman:6,36.1773
amman_query_-MUBUlzvFxQS_zFg6xNhVg,hardened,hardened,1,3,amman:6,36.1541
amman_query_-MUBUlzvFxQS_zFg6xNhVg,hardened,direction,1,2,amman:6,35.0953
amman_query_-MUBUlzvFxQS_zFg6xNhVg,hardened,none,2,5,amman:6,36.1773
amman_query_-MUBUlzvFxQS_zFg6xNhVg,hardened,hardened,2,5,amman:6,36.1536
amman_query_-MUBUlzvFxQS_zFg6xNhVg,hardened,direction,2,5,amman:6,35.1011
amman_query_-N1g8CEJP4UIaWH8Qqja2g,clean,none,0,71,amman:26,
amman_query_-N1g8CEJP4UIaWH8Qqja2g,isotropic,none,0,60,amman:26,36.1773
amman_query_-N1g8CEJP4UIaWH8Qqja2g,isotropic,isotropic,0,61,amman:26,36.1657
amman_query_-N1g8CEJP4UIaWH8Qqja2g,isotropic,none,1,69,amman:26,36.1773
amman_query_-N1g8CEJP4UIaWH8Qqja2g,isotropic,isotropic,1,69,amman:26,36.1650
amman_query_-N1g8CEJP4UIaWH8Qqja2g,isotropic,none,2,63,amman:26,36.1773
amman_query_-N1g8CEJP4UIaWH8Qqja2g,isotropic,isotropic,2,63,amman:26,36.1636
amman_query_-N1g8CEJP4UIaWH8Qqja2g,direction,none,0,34,amman:26,36.1773
amman_query_-N1g8CEJP4UIaWH8Qqja2g,direction,direction,0,35,amman:26,35.0910
amman_query_-N1g8CEJP4UIaWH8Qqja2g,direction,none,1,20,amman:26,36.1773
amman_query_-N1g8CEJP4UIaWH8Qqja2g,direction,direction,1,25,amman:26,35.0894
amman_query_-N1g8CEJP4UIaWH8Qqja2g,direction,none,2,9,amman:26,36.1773
amman_query_-N1g8CEJP4UIaWH8Qqja2g,direction,direction,2,10,amman:26,35.0823
amman_query_-N1g8CEJP4UIaWH8Qqja2g,hardened,none,0,34,amman:26,36.1773
amman_query_-N1g8CEJP4UIaWH8Qqja2g,hardened,hardened,0,34,amman:26,36.1516
amman_query_-N1g8CEJP4UIaWH8Qqja2g,hardened,direction,0,39,amman:26,35.0815
amman_query_-N1g8CEJP4UIaWH8Qqja2g,hardened,none,1,7,amman:26,36.1773
amman_query_-N1g8CEJP4UIaWH8Qqja2g,hardened,hardened,1,7,amman:26,36.1533
amman_query_-N1g8CEJP4UIaWH8Qqja2g,hardened,direction,1,7,amman:26,35.0916
amman_query_-N1g8CEJP4UIaWH8Qqja2g,hardened,none,2,4,amman:26,36.1773
amman_query_-N1g8CEJP4UIaWH8Qqja2g,hardened,hardened,2,4,amman:26,36.1537
amman_query_-N1g8CEJP4UIaWH8Qqja2g,hardened,direction,2,6,amman:26,35.0895
